Timestamp,Source IP,Destination IP,Source Port,Destination Port,Sequence Number,Ack Number,TCP Flags,Window Size,Payload Size,Application
1740861409.017835,10.0.0.13,206.247.58.122,50584,443,106,88,0x0018,254,72,Video Conferencing (Zoom)
1740861409.167552,206.247.58.122,10.0.0.13,443,50584,88,106,0x0018,11,83,Video Conferencing (Zoom)
1740861409.167875,10.0.0.13,206.247.58.122,50584,443,144,137,0x0018,254,101,Video Conferencing (Zoom)
1740861409.170216,206.247.58.122,10.0.0.13,443,50584,137,144,0x0010,11,40,Video Conferencing (Zoom)
1740861409.170216,206.247.58.122,10.0.0.13,443,50584,137,144,0x0018,11,72,Video Conferencing (Zoom)
1740861409.224105,10.0.0.13,206.247.58.122,50584,443,211,175,0x0010,254,34,Video Conferencing (Zoom)
1740861409.362014,206.247.58.122,10.0.0.13,443,50584,175,211,0x0010,11,40,Video Conferencing (Zoom)
1740861409.679238,10.0.0.13,206.247.58.122,50579,443,667,490,0x0018,252,112,Video Conferencing (Zoom)
1740861409.816624,206.247.58.122,10.0.0.13,443,50579,490,745,0x0010,16,40,Video Conferencing (Zoom)
1740861409.824564,206.247.58.122,10.0.0.13,443,50579,490,745,0x0018,16,84,Video Conferencing (Zoom)
1740861409.824564,206.247.58.122,10.0.0.13,443,50579,540,745,0x0018,16,105,Video Conferencing (Zoom)
1740861409.824628,10.0.0.13,206.247.58.122,50579,443,745,611,0x0010,251,34,Video Conferencing (Zoom)
1740861409.824767,10.0.0.13,206.247.58.122,50579,443,745,611,0x0018,251,77,Video Conferencing (Zoom)
1740861410.006944,206.247.58.122,10.0.0.13,443,50579,611,788,0x0010,16,40,Video Conferencing (Zoom)
